sub_c,eval,bas,area,baths,area_room,kit,garage,porch,ex_eval,age_feat,utilities
4.0,9.0,0.0,816.0,1.0,136.0,35362.72108843538,0.3856082269768949,112.0,2.0,68.12269042205799,4.0
2.0,8.0,13.39420554525827,816.0,2.0,163.2,35362.72108843538,0.20479725767436838,106.0,1.0269395368183107,47.0,3.0
6.0,12.0,355.055126445494,1842.0,3.0,368.4,79931.74061433447,1.1928041134884475,929.0,2.9730604631816893,26.046008908271748,4.0
3.0,8.0,45.10389065677026,1360.0,1.0,226.66666666666666,35362.72108843538,0.3856082269768949,50.0,2.0,55.0,4.0
6.0,9.0,53.92975468621094,1425.0,2.0,203.57142857142858,35362.72108843538,0.6506758077521055,407.0,2.0,46.0,4.0
2.0,11.0,91.78110580221741,1739.0,4.0,248.42857142857142,79931.74061433447,0.7952027423256317,115.0,2.9730604631816893,10.507668151378624,5.0
7.0,10.0,0.0,1720.0,3.0,245.71428571428572,79931.74061433447,0.6506758077521055,70.0,2.9730604631816893,6.0,5.0
7.0,13.0,0.0,2945.0,4.0,294.5,79931.74061433447,1.102398628837184,229.0,3.9461209263633785,4.0,5.0
6.0,9.0,90.3199461513955,780.0,1.0,195.0,35362.72108843538,0.19280411348844745,196.0,2.0,38.0,5.0
6.0,9.0,126.11464987323886,1158.0,3.0,231.6,79931.74061433447,0.3856082269768949,50.0,2.0,6.0,5.0
4.0,9.0,0.0,1111.0,1.0,185.16666666666666,43420.51282051282,0.19280411348844745,144.0,2.0,52.58277950477545,3.0
3.0,11.0,3.8439264278858767,1370.0,2.0,228.33333333333334,79931.74061433447,0.6506758077521055,169.0,2.9730604631816893,4.0,5.0
3.0,10.0,0.0,1710.0,2.0,190.0,35362.72108843538,0.3856082269768949,87.0,2.0,74.72237638998011,4.0
7.0,10.0,104.50884004289472,2034.0,4.0,254.25,79931.74061433447,0.6506758077521055,612.0,2.0,12.507668151378624,5.0
7.0,11.0,0.0,2473.0,3.0,274.77777777777777,79931.74061433447,0.885608226976895,343.0,2.9730604631816893,5.507668151378624,5.0
6.0,10.0,163.79443142587408,2207.0,3.0,315.2857142857143,35362.72108843538,0.6506758077521055,301.0,2.0,30.64569487619386,4.0
6.0,10.0,169.04187082053704,1479.0,3.0,211.28571428571428,79931.74061433447,0.6506758077521055,173.0,2.9730604631816893,7.0,5.0
1.0,7.0,0.0,747.0,1.0,186.75,35362.72108843538,0.25307443658928963,0.0,2.0269395368183107,62.53834075689312,4.0
4.0,9.0,66.36661648119428,2287.0,2.0,326.7142857142857,35362.72108843538,0.7952027423256317,135.0,2.9730604631816893,57.0,2.0
6.0,10.0,323.7394451550533,2223.0,3.0,277.875,35362.72108843538,0.7952027423256317,300.0,2.0269395368183107,37.0,5.0
6.0,7.0,66.36379745071666,845.0,2.0,211.25,35362.72108843538,0.3856082269768949,0.0,2.0,16.184035633086985,4.0
7.0,10.0,0.0,1718.0,3.0,245.42857142857142,35362.72108843538,0.7952027423256317,385.0,2.0,12.0,4.0
6.0,9.0,36.8385711103196,1086.0,2.0,181.0,35362.72108843538,0.5061488731785793,0.0,2.0,31.875739417552595,4.0
4.0,6.0,0.0,1605.0,2.0,200.625,35362.72108843538,0.19280411348844745,202.0,3.0,77.76838529825186,3.0
1.0,7.0,82.97481065652832,988.0,2.0,197.6,35362.72108843538,0.22293927503886857,221.0,2.0,37.0,4.0
6.0,8.0,26.78043507745734,952.0,1.0,238.0,35362.72108843538,0.19280411348844745,0.0,2.0,54.0,4.0
4.0,8.0,36.85332511153764,1285.0,2.0,214.16666666666666,35362.72108843538,0.19280411348844745,0.0,2.0,35.90641202306709,4.0
2.0,7.0,0.0,1768.0,2.0,221.0,35362.72108843538,0.0,0.0,2.0,42.0,3.0
4.0,8.0,0.0,1230.0,2.0,246.0,35362.72108843538,0.3856082269768949,202.0,2.0,65.04443874788232,4.0
7.0,9.0,53.413828219616015,2142.0,3.0,267.75,79931.74061433447,0.39760137116281585,324.0,2.0269395368183107,42.0,4.0
3.0,9.0,196.96504231593428,1337.0,3.0,267.4,35362.72108843538,0.7952027423256317,199.0,2.0269395368183107,12.0,5.0
6.0,11.0,4.666835888248343,1563.0,2.0,260.5,79931.74061433447,0.9760137116281583,243.0,2.0,3.0,5.0
6.0,8.0,0.0,1065.0,2.0,177.5,35362.72108843538,0.3856082269768949,74.0,2.0,50.0,4.0
3.0,10.0,0.0,1474.0,3.0,210.57142857142858,35362.72108843538,0.7349324192247895,192.0,2.0,14.507668151378624,4.0
7.0,11.0,0.0,2417.0,3.0,268.55555555555554,79931.74061433447,0.5061488731785793,209.0,2.9730604631816893,18.507668151378624,5.0
7.0,9.0,0.0,1560.0,3.0,260.0,79931.74061433447,0.7349324192247895,138.0,2.9730604631816893,5.0,5.0
2.0,9.0,0.0,1224.0,3.0,306.0,79931.74061433447,0.5301351615504211,234.0,2.9730604631816893,1.0,5.0
4.0,4.0,0.0,1013.0,1.0,168.83333333333334,43420.51282051282,0.0,156.0,1.0,62.01376614236783,3.0
6.0,7.0,83.15453037242503,990.0,2.0,198.0,35362.72108843538,0.0,0.0,2.0,15.507668151378624,5.0
6.0,7.0,0.0,1040.0,1.0,260.0,35362.72108843538,0.3856082269768949,29.0,2.0,60.0,3.0
6.0,6.0,61.59803946808857,1235.0,1.0,205.83333333333334,35362.72108843538,0.5061488731785793,0.0,2.0,49.0,4.0
1.0,9.0,95.55764650331488,964.0,2.0,192.8,35362.72108843538,0.3856082269768949,44.0,2.0269395368183107,47.15179286718307,5.0
2.0,9.0,114.40345290046281,2291.0,3.0,254.55555555555554,35362.72108843538,0.3856082269768949,99.0,2.0,56.67479732131894,1.0
7.0,9.0,91.63968653287655,1786.0,4.0,255.14285714285714,79931.74061433447,0.6506758077521055,162.0,2.0269395368183107,13.0,5.0
7.0,11.0,43.41229060653797,1470.0,3.0,245.0,35362.72108843538,0.7349324192247895,295.0,3.9730604631816893,17.0,4.0
6.0,10.0,185.31018614299452,1588.0,2.0,264.6666666666667,79931.74061433447,0.6506758077521055,187.0,2.9730604631816893,11.0,5.0
6.0,7.0,53.38496753901009,960.0,2.0,160.0,35362.72108843538,0.39760137116281585,120.0,2.0,45.0,3.0
1.0,8.0,12.685469247216636,835.0,1.0,167.0,35362.72108843538,0.16266895193802638,77.0,2.0,75.23004454135874,2.0
6.0,7.0,66.83362964505801,1225.0,3.0,204.16666666666666,35362.72108843538,0.0,352.0,2.0,51.0,3.0
6.0,10.0,156.22161347214865,1610.0,3.0,268.3333333333333,79931.74061433447,0.6506758077521055,236.0,2.0,21.184035633086985,4.0
7.0,9.0,0.0,1732.0,3.0,247.42857142857142,79931.74061433447,0.7952027423256317,238.0,2.9730604631816893,25.0,4.0
2.0,8.0,0.0,1535.0,2.0,191.875,35362.72108843538,0.5061488731785793,0.0,1.9730604631816893,31.0,4.0
6.0,10.0,0.0,1226.0,2.0,204.33333333333334,79931.74061433447,0.9760137116281583,36.0,2.0,1.0,5.0
4.0,9.0,21.339600660571605,1818.0,2.0,259.7142857142857,35362.72108843538,0.19280411348844745,184.0,1.9730604631816893,69.64569487619386,4.0
7.0,11.0,0.0,1992.0,3.0,221.33333333333334,79931.74061433447,0.6506758077521055,185.0,2.9730604631816893,6.507668151378625,5.0
1.0,8.0,0.0,1047.0,1.0,174.5,35362.72108843538,0.19280411348844745,0.0,2.0,70.84349665164868,4.0
6.0,8.0,11.866430561573807,789.0,1.0,157.8,35362.72108843538,0.19280411348844745,0.0,2.0,61.01533630275725,5.0
4.0,9.0,0.0,1517.0,2.0,216.71428571428572,43420.51282051282,0.0,144.0,2.0,48.65946101856169,0.0
6.0,9.0,89.27035700764543,1844.0,2.0,263.42857142857144,35362.72108843538,0.6506758077521055,122.0,2.0,33.0,5.0
4.0,8.0,42.910689290642544,1855.0,2.0,265.0,35362.72108843538,0.25307443658928963,182.0,2.0,47.13802672481524,4.0
3.0,10.0,35.35481733521472,1430.0,3.0,204.28571428571428,35362.72108843538,0.7349324192247895,180.0,2.0,10.0,5.0
7.0,10.0,180.50144119305835,2696.0,4.0,269.6,92690.0,1.102398628837184,472.0,2.9730604631816893,3.0,5.0
6.0,9.0,3.78948215378665,2259.0,3.0,322.7142857142857,79931.74061433447,0.32533790387605277,478.0,2.0269395368183107,57.0,4.0
3.0,11.0,90.75755631009628,2320.0,4.0,257.77777777777777,79931.74061433447,0.19280411348844745,224.0,2.0,36.93708462858159,5.0
2.0,9.0,59.254673853819874,1458.0,3.0,291.6,35362.72108843538,0.3856082269768949,32.0,2.0,11.0,4.0
6.0,8.0,14.810804542574427,1092.0,2.0,182.0,35362.72108843538,0.25307443658928963,164.0,2.0,48.0,4.0
6.0,8.0,0.0,1125.0,2.0,225.0,35362.72108843538,0.5061488731785793,144.0,2.0,3.5076681513786245,4.0
7.0,10.0,226.59447101399596,3222.0,4.0,292.90909090909093,79931.74061433447,0.7592233097678689,367.0,2.0,20.0,4.0
7.0,9.0,0.0,1456.0,3.0,182.0,79931.74061433447,0.7952027423256317,24.0,2.9730604631816893,4.507668151378624,5.0
3.0,9.0,145.98838444609217,988.0,2.0,247.0,35362.72108843538,0.5061488731785793,260.0,2.0,41.0,5.0
4.0,7.0,0.0,1123.0,1.0,280.75,35362.72108843538,0.19280411348844745,140.0,2.0,65.58434966516486,4.0
6.0,10.0,62.73461259416375,1080.0,1.0,216.0,35362.72108843538,0.25307443658928963,130.0,2.0269395368183107,52.0,4.0
3.0,9.0,42.42578080225766,1199.0,2.0,239.8,79931.74061433447,0.6506758077521055,63.0,2.9730604631816893,17.0,5.0
6.0,9.0,0.0,1586.0,2.0,226.57142857142858,35362.72108843538,0.5061488731785793,192.0,2.0269395368183107,21.645694876193865,4.0
2.0,11.0,73.6512296493771,520.0,2.0,104.0,35362.72108843538,0.0,53.0,1.9730604631816893,51.86040311479534,3.0
3.0,9.0,16.082633352591568,958.0,2.0,191.6,35362.72108843538,0.6506758077521055,205.0,2.0,34.0,4.0
1.0,9.0,11.050864627796011,840.0,1.0,168.0,35362.72108843538,0.0,0.0,2.0269395368183107,70.15336302757248,5.0
7.0,9.0,56.35109061089796,1348.0,2.0,224.66666666666666,35362.72108843538,0.6506758077521055,296.0,2.0,44.0,4.0
6.0,9.0,58.15229060056002,1053.0,3.0,175.5,92690.0,0.40959451534873675,260.0,2.0,35.7530489954946,3.0
7.0,10.0,45.685212605499025,2157.0,3.0,269.625,79931.74061433447,0.7952027423256317,171.0,2.0,44.0,5.0
7.0,9.0,98.28639219189692,2054.0,4.0,293.42857142857144,79931.74061433447,0.5904054846512633,72.0,2.9730604631816893,10.0,5.0
6.0,8.0,41.578676640959785,1327.0,2.0,189.57142857142858,79931.74061433447,0.3856082269768949,0.0,2.0,29.829730509280846,4.0
6.0,11.0,158.77308118725165,1296.0,3.0,216.0,79931.74061433447,0.7952027423256317,217.0,2.9730604631816893,8.507668151378624,5.0
6.0,8.0,58.51813749468414,1721.0,3.0,245.85714285714286,35362.72108843538,0.6506758077521055,276.0,2.0,29.69170378446561,4.0
6.0,10.0,0.0,1682.0,2.0,240.28571428571428,35362.72108843538,0.5061488731785793,98.0,2.0,40.0,4.0
6.0,8.0,76.49220307534,1214.0,2.0,242.8,35362.72108843538,0.32533790387605277,111.0,2.0,43.0,4.0
2.0,10.0,0.0,1959.0,3.0,217.66666666666666,35362.72108843538,0.3976013711628158,0.0,2.0,21.507668151378624,4.0
7.0,11.0,102.96946029751653,1852.0,3.0,264.57142857142856,79931.74061433447,1.1928041134884475,330.0,2.9730604631816893,10.507668151378624,5.0
7.0,9.0,116.10522012884515,1764.0,4.0,252.0,79931.74061433447,0.6506758077521055,375.0,2.0,13.0,5.0
6.0,7.0,50.741876988866544,864.0,1.0,172.8,35362.72108843538,0.0,0.0,2.0,39.0,4.0
6.0,10.0,216.93428634422327,1734.0,3.0,247.71428571428572,79931.74061433447,0.7952027423256317,184.0,2.9730604631816893,5.0,5.0
4.0,7.0,52.05034335053484,1385.0,2.0,230.83333333333334,35362.72108843538,0.3856082269768949,0.0,1.9730604631816893,58.0,3.0
6.0,10.0,121.94782778307949,1501.0,3.0,250.16666666666666,79931.74061433447,0.6506758077521055,173.0,2.9730604631816893,11.0,5.0
2.0,8.0,136.74764761915662,1728.0,3.0,172.8,35362.72108843538,0.3856082269768949,0.0,2.0,47.0,4.0
2.0,9.0,0.0,1709.0,2.0,244.14285714285714,79931.74061433447,0.3856082269768949,40.0,2.9730604631816893,5.015336302757249,5.0
1.0,9.0,23.00269128452671,875.0,2.0,175.0,35362.72108843538,0.19280411348844745,48.0,2.0,48.47542538547471,3.0
7.0,10.0,0.0,2035.0,3.0,254.375,79931.74061433447,0.7349324192247895,192.0,2.9730604631816893,9.0,5.0
6.0,10.0,96.16510315178404,1080.0,2.0,180.0,79931.74061433447,0.0,0.0,2.0,5.507668151378624,5.0
4.0,7.0,0.0,1344.0,1.0,192.0,35362.72108843538,0.19280411348844745,314.0,2.0,67.10735411930074,3.0
6.0,8.0,97.02801144540256,969.0,2.0,193.8,35362.72108843538,0.5061488731785793,0.0,2.0,35.0,4.0
6.0,11.0,274.62827459872466,1710.0,3.0,285.0,79931.74061433447,0.9760137116281583,102.0,2.9730604631816893,2.5076681513786245,5.0
7.0,9.0,42.707974031208074,1993.0,3.0,249.125,35362.72108843538,0.6506758077521055,66.0,2.0,39.0,4.0
6.0,10.0,67.91161453413616,1252.0,2.0,313.0,35362.72108843538,0.6506758077521055,409.0,2.0,42.61502227067936,4.0
1.0,9.0,0.0,1200.0,1.0,171.42857142857142,35362.72108843538,0.19280411348844745,228.0,2.0,73.70704008722286,3.0
4.0,9.0,0.0,1096.0,1.0,219.2,35362.72108843538,0.0,136.0,2.0,73.19937193584424,0.0
6.0,9.0,0.0,1040.0,1.0,208.0,35362.72108843538,0.3856082269768949,0.0,2.0,60.0,3.0
7.0,11.0,0.0,1968.0,3.0,246.0,92690.0,1.102398628837184,75.0,2.9730604631816893,0.5076681513786243,5.0
7.0,10.0,31.395077793670673,1947.0,3.0,243.375,79931.74061433447,0.6506758077521055,136.0,2.9730604631816893,5.507668151378624,5.0
7.0,10.0,8.78631622299168,2462.0,4.0,273.55555555555554,79931.74061433447,0.6506758077521055,539.0,2.9730604631816893,4.507668151378624,5.0
6.0,9.0,83.57224911354041,1232.0,2.0,205.33333333333334,35362.72108843538,0.5061488731785793,0.0,2.0,26.0,4.0
7.0,12.0,186.37140676031228,2668.0,4.0,266.8,92690.0,1.102398628837184,400.0,2.9730604631816893,6.507668151378625,5.0
6.0,10.0,167.3608502617194,1541.0,2.0,220.14285714285714,79931.74061433447,0.6506758077521055,70.0,2.9730604631816893,5.0,5.0
1.0,7.0,0.0,882.0,1.0,220.5,35362.72108843538,0.0,0.0,2.0,54.0,5.0
2.0,10.0,39.957300363697826,1616.0,2.0,323.2,79931.74061433447,0.19280411348844745,183.0,2.0269395368183107,45.5981158075327,3.0
2.0,9.0,40.94727338958321,1355.0,3.0,225.83333333333334,35362.72108843538,0.0,140.0,2.0269395368183107,40.952420931338835,4.0
6.0,8.0,34.51891564873989,1867.0,2.0,266.7142857142857,35362.72108843538,0.39760137116281585,618.0,2.9730604631816893,36.29138975238772,4.0
7.0,11.0,203.48231698425883,2161.0,3.0,270.125,92690.0,1.1928041134884475,298.0,2.9730604631816893,3.0,5.0
7.0,10.0,0.0,1720.0,3.0,245.71428571428572,79931.74061433447,0.7952027423256317,148.0,2.9730604631816893,6.0,5.0
6.0,11.0,0.0,1707.0,3.0,284.5,35362.72108843538,0.6506758077521055,638.0,2.9730604631816893,29.0,4.0
4.0,8.0,36.95882368085314,854.0,2.0,122.0,35362.72108843538,0.3856082269768949,237.0,2.0,64.56901336240762,4.0
6.0,9.0,98.57106282920046,1656.0,2.0,236.57142857142858,35362.72108843538,0.7952027423256317,272.0,2.0,50.0,3.0
2.0,11.0,72.64810848347182,1767.0,3.0,353.4,79931.74061433447,0.6506758077521055,476.0,3.0,23.0,4.0
6.0,9.0,33.24831786944123,1362.0,3.0,227.0,35362.72108843538,0.5061488731785793,20.0,2.0,49.0,4.0
6.0,9.0,178.73503414226974,1651.0,3.0,235.85714285714286,35362.72108843538,0.7952027423256317,192.0,2.0,24.0,4.0
6.0,10.0,71.0391376338212,2158.0,3.0,308.2857142857143,79931.74061433447,0.5061488731785793,68.0,2.0,34.89107572030984,4.0
7.0,9.0,117.51941282225373,2060.0,4.0,257.5,35362.72108843538,0.5061488731785793,420.0,2.9730604631816893,21.507668151378624,4.0
4.0,8.0,5.783865795021445,1920.0,3.0,240.0,79931.74061433447,0.5061488731785793,0.0,3.0,52.0,5.0
6.0,12.0,300.79994684629565,2234.0,3.0,248.22222222222223,92690.0,1.1928041134884475,60.0,3.9461209263633785,1.5076681513786243,5.0
1.0,8.0,0.0,968.0,1.0,193.6,35362.72108843538,0.3856082269768949,184.0,2.9730604631816893,46.13645656442582,4.0
2.0,9.0,61.658801432614474,1525.0,3.0,305.0,79931.74061433447,0.3856082269768949,0.0,2.9730604631816893,10.0,5.0
3.0,10.0,27.70316678200238,1802.0,2.0,200.22222222222223,35362.72108843538,0.19280411348844745,40.0,2.0,75.23004454135874,4.0
6.0,8.0,0.0,1340.0,1.0,191.42857142857142,35362.72108843538,0.32533790387605277,296.0,2.0,28.87573941755259,5.0
4.0,10.0,0.0,2082.0,3.0,347.0,79931.74061433447,0.3856082269768949,518.0,2.0,7.0,5.0
4.0,10.0,0.0,1252.0,1.0,250.4,35362.72108843538,0.5061488731785793,104.0,2.0,61.136456564425814,4.0
4.0,15.0,0.0,3036.0,3.0,253.0,92690.0,0.5784123404653423,670.0,3.0,68.27448328924106,5.0
3.0,10.0,101.95911458178493,1217.0,3.0,202.83333333333334,79931.74061433447,0.5061488731785793,195.0,2.0,19.507668151378624,5.0
4.0,9.0,0.0,1512.0,3.0,189.0,35362.72108843538,0.19280411348844745,140.0,2.0,59.044438747882324,5.0
2.0,8.0,181.22356536140498,1224.0,4.0,204.0,35362.72108843538,0.3856082269768949,120.0,2.0,31.0,4.0
3.0,11.0,211.5021968451182,1593.0,3.0,318.6,92690.0,0.7952027423256317,344.0,2.9730604631816893,8.507668151378624,5.0
3.0,13.0,37.197764300863824,2727.0,3.0,272.7,79931.74061433447,0.3856082269768949,74.0,2.9730604631816893,47.47542538547471,4.0
7.0,12.0,73.52873841442235,1479.0,3.0,211.28571428571428,79931.74061433447,0.7952027423256317,32.0,2.0,22.245380844115978,4.0
6.0,10.0,93.4486156559731,1431.0,3.0,238.5,79931.74061433447,0.7952027423256317,35.0,2.9730604631816893,11.0,5.0
2.0,10.0,0.0,1709.0,2.0,244.14285714285714,79931.74061433447,0.3856082269768949,40.0,2.9730604631816893,6.0,5.0
6.0,9.0,55.735409808614314,864.0,1.0,172.8,35362.72108843538,0.19280411348844745,0.0,2.0,38.0,4.0
2.0,9.0,75.85642064639022,1456.0,3.0,208.0,35362.72108843538,0.5061488731785793,87.0,2.0,34.0,4.0
6.0,10.0,177.88904419586603,1726.0,3.0,215.75,92690.0,1.1928041134884475,575.0,3.9461209263633785,3.0,5.0
4.0,10.0,129.16006618568764,2720.0,4.0,340.0,79931.74061433447,0.3856082269768949,568.0,3.0,56.55210689926095,4.0
4.0,9.0,0.0,1858.0,1.0,232.25,35362.72108843538,0.0,228.0,2.0,79.29138975238773,5.0
6.0,11.0,199.57882928663363,1713.0,3.0,244.71428571428572,92690.0,1.1928041134884475,196.0,2.9730604631816893,5.507668151378624,5.0
6.0,7.0,0.0,1121.0,2.0,224.2,35362.72108843538,0.6506758077521055,196.0,2.0,6.507668151378625,5.0
6.0,9.0,75.00235881458376,1279.0,3.0,213.16666666666666,35362.72108843538,0.3856082269768949,321.0,2.0,33.0,4.0
4.0,9.0,48.559244046862126,1310.0,2.0,218.33333333333334,35362.72108843538,0.25307443658928963,126.0,2.0269395368183107,73.19937193584424,4.0
3.0,9.0,110.46961350759676,848.0,2.0,282.6666666666667,79931.74061433447,0.6506758077521055,149.0,2.9730604631816893,6.0,5.0
4.0,9.0,29.723015205796166,1284.0,2.0,256.8,35362.72108843538,0.19280411348844745,35.0,2.0,61.52300445413587,4.0
6.0,10.0,0.0,1442.0,2.0,288.4,35362.72108843538,0.6506758077521055,542.0,2.0,20.0,5.0
6.0,8.0,0.0,1696.0,2.0,212.0,35362.72108843538,0.32533790387605277,30.0,2.0269395368183107,48.0,4.0
6.0,7.0,48.74070407469093,1100.0,2.0,183.33333333333334,35362.72108843538,0.32533790387605277,355.0,2.0,50.0,4.0
7.0,10.0,191.27310248745164,2062.0,4.0,294.57142857142856,35362.72108843538,0.7952027423256317,269.0,2.9730604631816893,21.507668151378624,5.0
6.0,10.0,93.83188126972725,1092.0,2.0,182.0,35362.72108843538,0.6506758077521055,0.0,2.0,46.0,5.0
1.0,8.0,48.046470785109086,864.0,2.0,172.8,35362.72108843538,0.0,96.0,2.0,72.69170378446562,2.0
